step,crossentropy,val crossentropy,acc,val acc,precision,val precision,recall,val recall,f1,val f1
1,1.0910769312278084,1.0837143453267903,0.578125,0.8058894230769231,0.38949160904124164,0.40294471153846156,0.49698572530262713,0.5,0.37012493394423224,0.44608132999676925
2,1.087614729784537,1.0869689767177289,0.6083559782608695,0.19381009615384615,0.4390041409195333,0.09690504807692307,0.5016669821048129,0.5,0.39112835928149847,0.1618520293671351
