step,crossentropy,val crossentropy,acc,val acc,precision,val precision,recall,val recall,f1,val f1
1,0.50680710302686,0.5025088523442929,0.8042080324909747,0.8067908653846154,0.8042179868432159,0.8067908653846154,0.804264440433213,0.8067908653846154,0.8042405098138733,0.8067908653846154
